#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
tgtballa;Target Ball;Arcade;tgtball;1995;;;;;;;;;;;;;;;;
Team USA Basketball (USA, Europe);Team USA Basketball;Sega Genesis;;1992;;;;;;;;;;;;;;;;
Tech Deck Skateboarding (USA, Europe);Tech Deck Skateboarding;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
Tecmo Baseball (USA);Tecmo Baseball;Nintendo Entertainment System;;1989;;;;;;;;;;;;;;;;
pc_tbowl;Tecmo Bowl;Arcade;;1989;;;;;;;;;;;;;;;;
tbowl;Tecmo Bowl;Arcade;;1987;;;;;;;;;;;;;;;;
Tecmo Bowl (USA) (Rev A);Tecmo Bowl;Nintendo Entertainment System;;1989;;;;;;;;;;;;;;;;
Tecmo Bowl (USA);Tecmo Bowl;Nintendo Game Boy;;1991;;;;;;;;;;;;;;;;
Tecmo Cup - Soccer Game (USA);Tecmo Cup: Soccer Game;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
Tecmo NBA Basketball (USA) (Rev A);Tecmo NBA Basketball;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
Tecmo Super Baseball (USA);Tecmo Super Baseball;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Tecmo Super Baseball (USA);Tecmo Super Baseball;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Tecmo Super Bowl (USA);Tecmo Super Bowl;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
Tecmo Super Bowl (USA) (October 1993);Tecmo Super Bowl;Sega Genesis;;1993;;;;;;;;;;;;;;;;
Tecmo Super Bowl;Tecmo Super Bowl;Sony Playstation;;1995;;;;;;;;;;;;;;;;
Tecmo Super Bowl (USA);Tecmo Super Bowl;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Tecmo Super Bowl II (USA);Tecmo Super Bowl II: Special Edition;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Tecmo Super Bowl II - Special Edition (USA);Tecmo Super Bowl II: Special Edition;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Tecmo Super Bowl III - Final Edition (USA);Tecmo Super Bowl III: Final Edition;Sega Genesis;;1995;;;;;;;;;;;;;;;;
Tecmo Super Bowl III - Final Edition (USA);Tecmo Super Bowl III: Final Edition;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
Tecmo Super Hockey (USA);Tecmo Super Hockey;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Tecmo Super NBA Basketball (USA);Tecmo Super NBA Basketball;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
mp_twc;Tecmo World Cup;Arcade;;1993;;;;;;;;;;;;;;;;
Tecmo World Cup (USA);Tecmo World Cup;Sega Genesis;;1990;;;;;;;;;;;;;;;;
wc90;Tecmo World Cup '90;Arcade;;1989;;;;;;;;;;;;;;;;
Tecmo World Cup '93 (E) [!];Tecmo World Cup '93;Sega Master System;;1993;;;;;;;;;;;;;;;;
twcup98;Tecmo World Cup '98;Arcade;;1998;;;;;;;;;;;;;;;;
tecmowcm;Tecmo World Cup Millennium;Arcade;;2000;;;;;;;;;;;;;;;;
tws96;Tecmo World Soccer '96;Arcade;;1996;;;;;;;;;;;;;;;;
Tecmo World Wrestling (USA);Tecmo World Wrestling;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
teedoff;Tee'd Off;Arcade;;1986;;;;;;;;;;;;;;;;
tehkanwc;Tehkan World Cup;Arcade;;1985;;;;;;;;;;;;;;;;
Ten Pin Alley;Ten Pin Alley;Sony Playstation;;1996;;;;;;;;;;;;;;;;
Tengen World Cup Soccer (USA, Europe);Tengen World Cup Soccer;Sega Game Gear;;1993;;;;;;;;;;;;;;;;
pc_tenis;Tennis;Arcade;;1983;;;;;;;;;;;;;;;;
protennb;Tennis;Arcade;;1982;;;;;;;;;;;;;;;;
Tennis (Japan, USA);Tennis;Nintendo Entertainment System;;1985;;;;;;;;;;;;;;;;
Tennis (World);Tennis;Nintendo Game Boy;;1989;;;;;;;;;;;;;;;;
Tennis;Tennis;Sony Playstation;;1995;;;;;;;;;;;;;;;;
Tennis Ace (E) [!];Tennis Ace;Sega Master System;;1989;;;;;;;;;;;;;;;;
Tennis Arena;Tennis Arena;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Aquatic Games Starring James Pond and the Aquabats, The (USA, Europe);The Aquatic Games Starring James Pond and the Aquabats;Sega Genesis;;1993;;;;;;;;;;;;;;;;
bigprowr;The Big Pro Wrestling!;Arcade;;1983;;;;;;;;;;;;;;;;
billiard;The Billiards;Arcade;hustler;1981;;;;;;;;;;;;;;;;
Black Bass USA, The (USA);The Black Bass;Nintendo Entertainment System;;1989;;;;;;;;;;;;;;;;
Blue Marlin, The (USA);The Blue Marlin;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
F.A. Premier League Stars 2001, The (Europe);The F.A. Premier League Stars 2001;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
fround;The Final Round;Arcade;;1988;;;;;;;;;;;;;;;;
Flintstones, The (USA);The Flintstones;Sega Genesis;;1995;;;;;;;;;;;;;;;;
guiness;The Guiness;Arcade;strnskil;1984;;;;;;;;;;;;;;;;
thehustl;The Hustler;Arcade;rackemup;1987;;;;;;;;;;;;;;;;
skingame;The Irem Skins Game;Arcade;majtitl2;1992;;;;;;;;;;;;;;;;
Irem Skins Game, The (USA);The Irem Skins Game;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
jleague;The J.League 1994;Arcade;svf;1994;;;;;;;;;;;;;;;;
kouyakyu;The Koukouyakyuh;Arcade;;1985;;;;;;;;;;;;;;;;
mainevt;The Main Event;Arcade;;1988;;;;;;;;;;;;;;;;
Majors Pro Baseball, The (USA, Europe);The Majors Pro Baseball;Sega Game Gear;;1992;;;;;;;;;;;;;;;;
The Simpsons Wrestling;The Simpsons Wrestling;Sony Playstation;;2001;;;;;;;;;;;;;;;;
Sporting News Power Baseball, The (USA);The Sporting News Power Baseball;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
Super Aquatic Games Starring the Aquabats, The (USA);The Super Aquatic Games Starring the Aquabats;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
thetogyu;The Togyu;Arcade;bullfgt;1984;;;;;;;;;;;;;;;;
ssideki4;The Ultimate 11: The SNK Football Championship;Arcade;;1996;;;;;;;;;;;;;;;;
undoukai;The Undoukai;Arcade;fieldday;1984;;;;;;;;;;;;;;;;
XVII Olympic Winter Games, The - Lillehammer 1994 (USA);The XVII Olympic Winter Games: Lillehammer 1994;Nintendo Game Boy;;1994;;;;;;;;;;;;;;;;
This Is Football Management (Europe);This is Football Management;Sony PSP Minis;;2010;;;;;;;;;;;;;;;;
Thrasher - Skate and Destroy;Thrasher: Skate and Destroy;Sony Playstation;;1999;;;;;;;;;;;;;;;;
Tiger Woods 99 PGA Tour Golf;Tiger Woods 99 PGA Tour Golf;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Tiger Woods PGA Tour 2000;Tiger Woods PGA Tour 2000;Sony Playstation;;1999;;;;;;;;;;;;;;;;
Tiny Toon Adventures - Acme All-Stars (USA);Tiny Toon Adventures: Acme All-Stars;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Tiny Toon Adventures - Wacky Sports (USA);Tiny Toon Adventures: Wacky Sports;Nintendo Game Boy;;1994;;;;;;;;;;;;;;;;
Tiny Toon Adventures - Wacky Sports Challenge (USA);Tiny Toon Adventures: Wacky Sports Challenge;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Tip Off (Europe);Tip Off;Nintendo Game Boy;;1993;;;;;;;;;;;;;;;;
titlef;Title Fight;Arcade;;1992;;;;;;;;;;;;;;;;
TKO Super Championship Boxing (USA);TKO Super Championship Boxing;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
TNN Bass Tournament of Champions (USA);TNN Bass Tournament of Champions;Sega Genesis;;1993;;;;;;;;;;;;;;;;
TNN Bass Tournament of Champions (USA);TNN Bass Tournament of Champions;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
TNN Motorsports Hardcore Heat;TNN Motorsports Hardcore Heat;Sega Dreamcast;;1999;;;;;;;;;;;;;;;;
TNN Outdoors Bass Tournament '96 (USA);TNN Outdoors Bass Tournament '96;Sega Genesis;;1996;;;;;;;;;;;;;;;;
TNN Outdoors Fishing Champ (USA);TNN Outdoors Fishing Champ;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
mt_tlbba;Tommy Lasorda Baseball;Arcade;;1989;;;;;;;;;;;;;;;;
Tommy Lasorda Baseball (USA);Tommy Lasorda Baseball;Sega Genesis;;1989;;;;;;;;;;;;;;;;
Tommy Moe's Winter Extreme - Skiing and Snowboarding (USA);Tommy Moe's Winter Extreme: Skiing and Snowboarding;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Tony Hawk's Pro Skater (USA) (Rev A);Tony Hawk's Pro Skater;Nintendo 64;;2000;;;;;;;;;;;;;;;;
Tony Hawk's Skateboarding;Tony Hawk's Pro Skater;Sony Playstation;;1999;;;;;;;;;;;;;;;;
Tony Hawk's Pro Skater 2 (USA);Tony Hawk's Pro Skater 2;Nintendo 64;;2001;;;;;;;;;;;;;;;;
Tony Hawk's Pro Skater 2 (USA, Europe);Tony Hawk's Pro Skater 2;Nintendo Game Boy Advance;;2001;;;;;;;;;;;;;;;;
Tony Hawk's Pro Skater 2;Tony Hawk's Pro Skater 2;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
Tony Hawk's Pro Skater 2;Tony Hawk's Pro Skater 2;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Tony Hawk's Pro Skater 3 (USA);Tony Hawk's Pro Skater 3;Nintendo 64;;2002;;;;;;;;;;;;;;;;
Tony Hawk's Pro Skater 3 (USA, Europe);Tony Hawk's Pro Skater 3;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Tony Hawk's Pro Skater 3;Tony Hawk's Pro Skater 3;Sony Playstation;;2001;;;;;;;;;;;;;;;;
Tony Hawk's Pro Skater 4;Tony Hawk's Pro Skater 4;Sony Playstation;;2002;;;;;;;;;;;;;;;;
Tony La Russa Baseball (USA, Australia);Tony La Russa Baseball;Sega Genesis;;1993;;;;;;;;;;;;;;;;
Tony Meola's Sidekicks Soccer (USA);Tony Meola's Sidekicks Soccer;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
toobin;Toobin';Arcade;;1988;;;;;;;;;;;;;;;;
tpgolf;Top Player's Golf;Arcade;;1990;;;;;;;;;;;;;;;;
Top Players' Tennis Featuring Chris Evert & Ivan Lendl (USA);Top Players' Tennis Featuring Chris Evert & Ivan Lendl;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
Top Rank Tennis (USA);Top Rank Tennis;Nintendo Game Boy;;1993;;;;;;;;;;;;;;;;
trstar;Top Ranking Stars;Arcade;;1993;;;;;;;;;;;;;;;;
topshoot;Top Shooter;Arcade;;1995;;;;;;;;;;;;;;;;
Top Trumps NBA All Stars (USA);Top Trumps NBA All Stars;Sony PSP Minis;;2012;;;;;;;;;;;;;;;;
tornbase;Tornado Baseball;Arcade;;1976;;;;;;;;;;;;;;;;
Total Football (Europe);Total Football;Sega Genesis;;1995;;;;;;;;;;;;;;;;
Total Soccer 2000 (Europe) (En,Fr,De,Es,It,Nl);Total Soccer 2000;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
Touch Down Fever (USA);Touch Down Fever;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
tdfever;TouchDown Fever;Arcade;;1987;;;;;;;;;;;;;;;;
Touchdown Fever (USA);Touchdown Fever;Sony PSP Minis;;2012;;;;;;;;;;;;;;;;
Toughman Contest (USA, Europe);Toughman Contest;Sega Genesis;;1995;;;;;;;;;;;;;;;;
cyberbalt;Tournament Cyberball 2072;Arcade;cyberbal;1989;;;;;;;;;;;;;;;;
cprogolf;Tournament Pro Golf;Arcade;;1981;;;;;;;;;;;;;;;;
pc_tkfld;Track & Field;Arcade;;1987;;;;;;;;;;;;;;;;
trackfld;Track & Field;Arcade;;1983;;;;;;;;;;;;;;;;
Track & Field (USA);Track & Field;Nintendo Entertainment System;;1987;;;;;;;;;;;;;;;;
Track & Field (USA, Europe);Track & Field;Nintendo Game Boy;;1992;;;;;;;;;;;;;;;;
Track & Field II (USA) (Rev A);Track & Field II;Nintendo Entertainment System;;1989;;;;;;;;;;;;;;;;
Track Meet (USA, Europe);Track Meet;Nintendo Game Boy;;1991;;;;;;;;;;;;;;;;
tripool;Tri-Pool;Arcade;;1981;;;;;;;;;;;;;;;;
trisport;Tri-Sports;Arcade;;1989;;;;;;;;;;;;;;;;
Trick Boarder (USA);Trick Boarder;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
Trick'n Snowboarder;Trick'n Snowboarder;Sony Playstation;;1999;;;;;;;;;;;;;;;;
Trickshot;Trickshot;Sony Playstation;;2000;;;;;;;;;;;;;;;;
TrickStyle;TrickStyle;Sega Dreamcast;;1999;;;;;;;;;;;;;;;;
Triple Play 2000 (USA);Triple Play 2000;Nintendo 64;;1999;;;;;;;;;;;;;;;;
Triple Play 2001 (USA, Europe);Triple Play 2001;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
Triple Play '96 (USA);Triple Play 96;Sega Genesis;;1996;;;;;;;;;;;;;;;;
Triple Play 99;Triple Play 99;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Triple Play Gold (USA);Triple Play: Gold Edition;Sega Genesis;;1995;;;;;;;;;;;;;;;;
triviasp;Trivial Pursuit;Arcade;;1984;;;;;;;;;;;;;;;;
troangel;Tropical Angel;Arcade;;1983;;;;;;;;;;;;;;;;
Troy Aikman NFL Football (USA);Troy Aikman NFL Football;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Troy Aikman NFL Football (USA);Troy Aikman NFL Football;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
True Golf Classics - Pebble Beach Golf Links (USA);True Golf Classics: Pebble Beach Golf Links;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
True Golf Classics - Waialae Country Club (USA);True Golf Classics: Waialae Country Club;Super Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
True Golf Classics - Wicked 18 (USA);True Golf Classics: Wicked 18;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Twisted Edge - Extreme Snowboarding (USA);Twisted Edge: Extreme Snowboarding;Nintendo 64;;1998;;;;;;;;;;;;;;;;
vball;U.S. Championship V'ball;Arcade;;1988;;;;;;;;;;;;;;;;
usclssic;U.S. Classic;Arcade;;1989;;;;;;;;;;;;;;;;
UEFA Challenge;UEFA Challenge;Sony Playstation;;2001;;;;;;;;;;;;;;;;
UEFA Champions League - Season 2000-2001;UEFA Champions League: Season 2000-2001;Sony Playstation;;2000;;;;;;;;;;;;;;;;
UEFA Dream Soccer;UEFA Dream Soccer;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
UEFA Euro 2000;UEFA Euro 2000;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Ultimate Basketball (USA);Ultimate Basketball;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
Ultimate League Soccer (USA) (Unl);Ultimate League Soccer;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
Ultimate Muscle - The Kinnikuman Legacy - The Path of the Superhero (USA);Ultimate Muscle: The Kinnikuman Legacy - The Path of the Superhero;Nintendo Game Boy Advance;;2003;;;;;;;;;;;;;;;;
Ultimate Soccer (Japan, Europe) (En,Fr,De,Es,It);Ultimate Soccer;Sega Game Gear;;1993;;;;;;;;;;;;;;;;
ultennis;Ultimate Tennis;Arcade;;1993;;;;;;;;;;;;;;;;
Ultra Golf (USA);Ultra Golf;Nintendo Game Boy;;1992;;;;;;;;;;;;;;;;
Unnecessary Roughness 95 (USA);Unnecessary Roughness '95;Sega Genesis;;1994;;;;;;;;;;;;;;;;
upyoural;Up Your Alley;Arcade;;1987;;;;;;;;;;;;;;;;
V-Ball - Beach Volley Heroes;V-Ball: Beach Volley Heroes;Sony Playstation;;1999;;;;;;;;;;;;;;;;
V-Tennis;V-Tennis;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Venice Beach Volleyball (USA) (Unl);Venice Beach Volleyball;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
vsnetscr;Versus Net Soccer;Arcade;;1996;;;;;;;;;;;;;;;;
victnine;Victorious Nine;Arcade;;1984;;;;;;;;;;;;;;;;
Victory Boxing 2;Victory Boxing 2: Contender;Sony Playstation;;1997;;;;;;;;;;;;;;;;
Victory Boxing Challenger;Victory Boxing Challenger: Contender 2;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Victory Boxing Champion Edition;Victory Boxing Champion Edition;Sony Playstation;;1996;;;;;;;;;;;;;;;;
8ball;Video Eight Ball;Arcade;;1982;;;;;;;;;;;;;;;;
hustler;Video Hustler;Arcade;;1981;;;;;;;;;;;;;;;;
vpool;Video Pool;Arcade;hustler;1981;;;;;;;;;;;;;;;;
Virtua Athlete 2000;Virtua Athlete 2000;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
vbowl;Virtua Bowling;Arcade;;1996;;;;;;;;;;;;;;;;
Virtua Striker 2;Virtua Striker 2;Sega Dreamcast;;1999;;;;;;;;;;;;;;;;
Virtua Tennis (Europe) (En,Fr,De,Es,It);Virtua Tennis;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Virtua Tennis;Virtua Tennis;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
Virtua Tennis 2;Virtua Tennis 2;Sega Dreamcast;;2001;;;;;;;;;;;;;;;;
Virtual Golf;Virtual Golf;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Virtual Pool;Virtual Pool;Sony Playstation;;1997;;;;;;;;;;;;;;;;
Virtual Soccer (Europe);Virtual Soccer;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Viva Soccer;Viva Soccer;Sony Playstation;;2000;;;;;;;;;;;;;;;;
pc_vball;Volley Ball;Arcade;;1986;;;;;;;;;;;;;;;;
Volleyball (USA, Europe);Volleyball;Nintendo Entertainment System;;1987;;;;;;;;;;;;;;;;
VR Baseball 99;VR Baseball 99;Sony Playstation;;1998;;;;;;;;;;;;;;;;
VR Sports Powerboat Racing;VR Sports Powerboat Racing;Sony Playstation;;1997;;;;;;;;;;;;;;;;
vsgongf;VS Gong Fight;Arcade;;1984;;;;;;;;;;;;;;;;
rbibb;Vs. Atari R.B.I. Baseball;Arcade;;1986;;;;;;;;;;;;;;;;
vsbball;Vs. BaseBall;Arcade;;1984;;;;;;;;;;;;;;;;
hotsmash;Vs. Hot Smash;Arcade;;1987;;;;;;;;;;;;;;;;
vsslalom;Vs. Slalom;Arcade;;1986;;;;;;;;;;;;;;;;
vssoccer;Vs. Soccer;Arcade;;1985;;;;;;;;;;;;;;;;
ladygolf;Vs. Stroke & Match Golf;Arcade;smgolf;1984;;;;;;;;;;;;;;;;
smgolf;Vs. Stroke & Match Golf;Arcade;;1984;;;;;;;;;;;;;;;;
tkoboxng;Vs. T.K.O. Boxing;Arcade;;1987;;;;;;;;;;;;;;;;
vstennis;Vs. Tennis;Arcade;;1984;;;;;;;;;;;;;;;;
VT Tennis (USA);VT Tennis;Sony PSP Minis;;2010;;;;;;;;;;;;;;;;
Wade Hixton's Counter Punch (USA, Europe);Wade Hixton's Counter Punch;Nintendo Game Boy Advance;;2004;;;;;;;;;;;;;;;;
wwjgtin;Wai Wai Jockey Gate-In!;Arcade;;1984;;;;;;;;;;;;;;;;
Waialae Country Club - True Golf Classics (USA) (Rev A);Waialae Country Club: True Golf Classics;Nintendo 64;;1998;;;;;;;;;;;;;;;;
Walter Payton Football (U) [!];Walter Payton Football;Sega Master System;;1989;;;;;;;;;;;;;;;;
wmatch;Water Match;Arcade;;1984;;;;;;;;;;;;;;;;
waterski;Water Ski;Arcade;;1983;;;;;;;;;;;;;;;;
Wayne Gretzky and the NHLPA All-Stars (USA, Europe);Wayne Gretzky and the NHLPA All-Stars;Sega Genesis;;1995;;;;;;;;;;;;;;;;
Wayne Gretzky and the NHLPA All-Stars (USA);Wayne Gretzky and the NHLPA All-Stars;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
Wayne Gretzky Hockey (USA);Wayne Gretzky Hockey;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
wg3dh;Wayne Gretzky's 3D Hockey;Arcade;;1996;;;;;;;;;;;;;;;;
Wayne Gretzky's 3D Hockey (USA) (Rev A);Wayne Gretzky's 3D Hockey;Nintendo 64;;1996;;;;;;;;;;;;;;;;
Wayne Gretzky's 3D Hockey '98 (USA);Wayne Gretzky's 3D Hockey '98;Nintendo 64;;1997;;;;;;;;;;;;;;;;
Wayne Gretzky's 3D Hockey '98;Wayne Gretzky's 3D Hockey '98;Sony Playstation;;1997;;;;;;;;;;;;;;;;
WCW Backstage Assault (USA);WCW Backstage Assault;Nintendo 64;;2000;;;;;;;;;;;;;;;;
WCW Backstage Assault;WCW Backstage Assault;Sony Playstation;;2000;;;;;;;;;;;;;;;;
WCW Main Event (USA, Europe);WCW Main Event;Nintendo Game Boy;;1994;;;;;;;;;;;;;;;;
WCW Mayhem (USA);WCW Mayhem;Nintendo 64;;1999;;;;;;;;;;;;;;;;
WCW Mayhem (USA, Europe);WCW Mayhem;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
WCW Mayhem;WCW Mayhem;Sony Playstation;;1999;;;;;;;;;;;;;;;;
WCW Nitro (USA);WCW Nitro;Nintendo 64;;1999;;;;;;;;;;;;;;;;
WCW Nitro;WCW Nitro;Sony Playstation;;1997;;;;;;;;;;;;;;;;
WCW Super Brawl Wrestling (USA);WCW Super Brawl Wrestling;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
WCW vs. nWo - World Tour (USA) (Rev A);WCW vs. nWo: World Tour;Nintendo 64;;1997;;;;;;;;;;;;;;;;
WCW vs the World;WCW vs. the World;Sony Playstation;;1997;;;;;;;;;;;;;;;;
WCW World Championship Wrestling (USA);WCW World Championship Wrestling;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
WCW-nWo Revenge (USA);WCW-nWo Revenge;Nintendo 64;;1998;;;;;;;;;;;;;;;;
WCW-nWo Thunder;WCW-nWo Thunder;Sony Playstation;;1999;;;;;;;;;;;;;;;;
Wild Rapids;Wild Rapids;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Wimbledon (Japan, Europe);Wimbledon;Sega Game Gear;;1993;;;;;;;;;;;;;;;;
Wimbledon (E) [!];Wimbledon;Sega Master System;;1992;;;;;;;;;;;;;;;;
Wimbledon Championship Tennis (USA);Wimbledon Championship Tennis;Sega Genesis;;1993;;;;;;;;;;;;;;;;
Wimbledon II (E) [!];Wimbledon II;Sega Master System;;1993;;;;;;;;;;;;;;;;
wjammers;Windjammers;Arcade;;1994;;;;;;;;;;;;;;;;
winspike;Winning Spike;Arcade;;1997;;;;;;;;;;;;;;;;
Winter Challenge (USA, Europe);Winter Challenge;Sega Genesis;;1992;;;;;;;;;;;;;;;;
Winter Games (USA) (Rev A);Winter Games;Nintendo Entertainment System;;1987;;;;;;;;;;;;;;;;
Winter Gold (Europe);Winter Gold;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;;;;;
winterht;Winter Heat;Arcade;;1997;;;;;;;;;;;;;;;;
Winter Olympic Games (USA);Winter Olympic Games;Sega Genesis;;1993;;;;;;;;;;;;;;;;
Winter Olympic Games - Lillehammer '94 (USA);Winter Olympic Games: Lillehammer '94;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Winter Olympics - Lillehammer '94 (USA, Europe) (En,Fr,De,Es,It,Pt,Sv,No);Winter Olympics: Lillehammer '94;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
wondl96;Wonder League '96;Arcade;;1996;;;;;;;;;;;;;;;;
wlstar;Wonder League Star: Sok-Magicball Fighting;Arcade;;1995;;;;;;;;;;;;;;;;
wbeachvl;World Beach Volley;Arcade;;1995;;;;;;;;;;;;;;;;
World Beach Volley - 1992 GB Cup (Europe);World Beach Volley: 1992 GB Cup;Nintendo Game Boy;;1992;;;;;;;;;;;;;;;;
World Bowling (USA);World Bowling;Nintendo Game Boy;;1990;;;;;;;;;;;;;;;;
World Champ - Super Boxing Great Fight (USA);World Champ: Super Boxing Great Fight;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
World Championship Snooker;World Championship Snooker;Sony Playstation;;2001;;;;;;;;;;;;;;;;
mt_wcsoc;World Championship Soccer;Arcade;;1989;;;;;;;;;;;;;;;;
World Championship Soccer II (USA);World Championship Soccer II;Sega Genesis;;1992;;;;;;;;;;;;;;;;
wcbowl;World Class Bowling;Arcade;;1995;;;;;;;;;;;;;;;;
World Class Leaderboard Golf (USA);World Class Leaderboard Golf;Sega Genesis;;1992;;;;;;;;;;;;;;;;
World Class Rugby (Europe);World Class Rugby;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
wldcourt;World Court;Arcade;;1988;;;;;;;;;;;;;;;;
World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv,Da);World Cup 98;Nintendo 64;;1998;;;;;;;;;;;;;;;;
World Cup 98 (USA, Europe);World Cup 98;Nintendo Game Boy;;1998;;;;;;;;;;;;;;;;
World Cup 98;World Cup 98;Sony Playstation;;1998;;;;;;;;;;;;;;;;
World Cup Golf - Professional Edition;World Cup Golf: Professional Edition;Sony Playstation;;1996;;;;;;;;;;;;;;;;
World Cup Italia '90 (UE) [!];World Cup Italia '90;Sega Master System;;1990;;;;;;;;;;;;;;;;
World Cup USA 94 (USA, Europe) (En,Fr,De,Es,It,Nl,Pt,Sv);World Cup USA 94;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
World Cup USA 94 (USA, Europe);World Cup USA 94;Sega Genesis;;1994;;;;;;;;;;;;;;;;
World Cup USA 94 (USA);World Cup USA 94;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
wcvol95;World Cup Volley '95;Arcade;;1995;;;;;;;;;;;;;;;;
ar_dart;World Darts;Arcade;;1987;;;;;;;;;;;;;;;;
World Games (USA);World Games;Nintendo Entertainment System;;1989;;;;;;;;;;;;;;;;
World Games (E) [!];World Games;Sega Master System;;1989;;;;;;;;;;;;;;;;
World League Basketball;World League Basketball;Sony Playstation;;1999;;;;;;;;;;;;;;;;
World League Soccer (USA);World League Soccer;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
World League Soccer '98;World League Soccer '98;Sony Playstation;;1998;;;;;;;;;;;;;;;;
World Masters Golf (Europe);World Masters Golf;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
World Ping Pong Championship (Europe);World Ping Pong Championship;Sony PSP Minis;;2012;;;;;;;;;;;;;;;;
wpksocv2;World PK Soccer V2;Arcade;;1996;;;;;;;;;;;;;;;;
World Series Baseball (USA, Europe) (v1.1);World Series Baseball;Sega Game Gear;;1993;;;;;;;;;;;;;;;;
World Series Baseball (USA);World Series Baseball;Sega Genesis;;1996;;;;;;;;;;;;;;;;
World Series Baseball '95 (USA, Europe);World Series Baseball '95;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
World Series Baseball '95 (USA);World Series Baseball '95;Sega Genesis;;1994;;;;;;;;;;;;;;;;
