#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Cool Boarders 3;Cool Boarders 3;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Cool Boarders 4;Cool Boarders 4;Sony Playstation;;1999;;;;;;;;;;;;;;;;
cbaj;Cool Boarders Arcade Jam;Arcade;;1998;;;;;;;;;;;;;;;;
coolpool;Cool Pool;Arcade;;1992;;;;;;;;;;;;;;;;
clbowl;Coors Light Bowling;Arcade;capbowl;1989;;;;;;;;;;;;;;;;
Cosmic Smash;Cosmic Smash;Sega Dreamcast;;2001;;;;;;;;;;;;;;;;
countryc;Country Club;Arcade;;1988;;;;;;;;;;;;;;;;
Crash 'n the Boys - Street Challenge (USA);Crash 'n' the Boys: Street Challenge;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
crgolf;Crowns Golf;Arcade;;1984;;;;;;;;;;;;;;;;
Crushed Baseball (USA);Crushed Baseball;Nintendo Game Boy Advance;;2004;;;;;;;;;;;;;;;;
curvebal;Curve Ball;Arcade;;1984;;;;;;;;;;;;;;;;
Base Wars - Cyber Stadium Series (USA);Cyber Stadium Series: Base Wars;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
Cyber-Cop (USA);Cyber-Cop;Sega Genesis;;1990;;;;;;;;;;;;;;;;
cyberbal;Cyberball;Arcade;;1988;;;;;;;;;;;;;;;;
Cyberball (USA);Cyberball;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
CyberTiger (USA);CyberTiger;Nintendo 64;;2000;;;;;;;;;;;;;;;;
CyberTiger (USA, Europe);CyberTiger;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
CyberTiger;CyberTiger;Sony Playstation;;2000;;;;;;;;;;;;;;;;
darkhleg;Dark Horse Legend;Arcade;;1998;;;;;;;;;;;;;;;;
Dave Mirra Freestyle BMX (USA, Europe);Dave Mirra Freestyle BMX;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
Dave Mirra Freestyle BMX;Dave Mirra Freestyle BMX;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
Dave Mirra Freestyle BMX;Dave Mirra Freestyle BMX;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Dave Mirra Freestyle BMX 2 (USA);Dave Mirra Freestyle BMX 2;Nintendo Game Boy Advance;;2001;;;;;;;;;;;;;;;;
Dave Mirra Freestyle BMX 3 (USA, Europe);Dave Mirra Freestyle BMX 3;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Dave Mirra Freestyle BMX - Maximum Remix;Dave Mirra Freestyle BMX: Maximum Remix;Sony Playstation;;2001;;;;;;;;;;;;;;;;
David Beckham Soccer (Europe) (En,Fr,De,Es,It);David Beckham Soccer;Nintendo Game Boy Color;;2002;;;;;;;;;;;;;;;;
David Beckham Soccer;David Beckham Soccer;Sony Playstation;;2002;;;;;;;;;;;;;;;;
nss_aten;David Crane's Amazing Tennis;Arcade;;1992;;;;;;;;;;;;;;;;
David Crane's Amazing Tennis (USA);David Crane's Amazing Tennis;Sega Genesis;;1992;;;;;;;;;;;;;;;;
David Crane's Amazing Tennis (USA);David Crane's Amazing Tennis;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
David Robinson's Supreme Court (USA, Europe);David Robinson's Supreme Court;Sega Genesis;;1992;;;;;;;;;;;;;;;;
Davis Cup (USA) (En,Fr,De,Es,It);Davis Cup;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Davis Cup Complete Tennis;Davis Cup Complete Tennis;Sony Playstation;;2002;;;;;;;;;;;;;;;;
Davis Cup World Tour (USA, Europe) (July 1993);Davis Cup Tennis;Sega Genesis;;1993;;;;;;;;;;;;;;;;
DBZ - Dead Ball Zone;DBZ: Dead Ball Zone;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Deer Hunter (USA);Deer Hunter;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
Dick Vitale's 'Awesome, Baby!' College Hoops (USA);Dick Vitale's 'Awesome, Baby!' College Hoops;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Dig & Spike Volleyball (USA);Dig & Spike Volleyball;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Dino Dini's Soccer (Europe);Dino Dini's Soccer;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Dino Dini's Soccer! (Europe);Dino Dini's Soccer!;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
dotron;Discs of Tron;Arcade;;1983;;;;;;;;;;;;;;;;
Disney Sports - Basketball (USA);Disney Sports: Basketball;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Disney Sports - Football (USA);Disney Sports: Football;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Disney Sports - Motocross (USA);Disney Sports: Motocross;Nintendo Game Boy Advance;;2003;;;;;;;;;;;;;;;;
Disney Sports - Skateboarding (USA);Disney Sports: Skateboarding;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Disney Sports - Snowboarding (USA);Disney Sports: Snowboarding;Nintendo Game Boy Advance;;2003;;;;;;;;;;;;;;;;
Disney Sports - Soccer (USA);Disney Sports: Soccer;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
dokaben;Dokaben;Arcade;;1989;;;;;;;;;;;;;;;;
Doodle Pool (USA);Doodle Pool;Sony PSP Minis;;2011;;;;;;;;;;;;;;;;
ddribble;Double Dribble;Arcade;;1986;;;;;;;;;;;;;;;;
pc_dbldr;Double Dribble;Arcade;;1987;;;;;;;;;;;;;;;;
Double Dribble (USA) (Rev A);Double Dribble;Nintendo Entertainment System;;1987;;;;;;;;;;;;;;;;
Double Dribble - 5 on 5 (USA);Double Dribble: 5 on 5;Nintendo Game Boy;;1991;;;;;;;;;;;;;;;;
Double Dribble - The Playoff Edition (USA);Double Dribble: The Playoff Edition;Sega Genesis;;1994;;;;;;;;;;;;;;;;
dplay;Double Play;Arcade;;1977;;;;;;;;;;;;;;;;
dsoccr94;Dream Soccer '94;Arcade;;1994;;;;;;;;;;;;;;;;
dribling;Dribbling;Arcade;;1983;;;;;;;;;;;;;;;;
Droopy's Tennis Open (Europe) (En,Fr,De,Es,It,Nl) [b];Droopy's Tennis Open;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
dumpmtmt;Dump Matsumoto;Arcade;bodyslam;1986;;;;;;;;;;;;;;;;
ddream95;Dunk Dream '95;Arcade;hoops96;1995;;;;;;;;;;;;;;;;
dunkmnia;Dunk Mania;Arcade;;1995;;;;;;;;;;;;;;;;
dunkshot;Dunk Shot;Arcade;;1987;;;;;;;;;;;;;;;;
Dusty Diamond's All-Star Softball (USA);Dusty Diamond's All-Star Softball;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
dcclub;Dynamic Country Club;Arcade;;1991;;;;;;;;;;;;;;;;
dynashot;Dynamic Shoot Kyousou;Arcade;;1988;;;;;;;;;;;;;;;;
dynamski;Dynamic Ski;Arcade;;1984;;;;;;;;;;;;;;;;
dleague;Dynamite League;Arcade;;1990;;;;;;;;;;;;;;;;
eaglshot;Eagle Shot Golf;Arcade;;1994;;;;;;;;;;;;;;;;
ECW Anarchy Rulz;ECW Anarchy Rulz;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
ECW Anarchy Rulz;ECW Anarchy Rulz;Sony Playstation;;2000;;;;;;;;;;;;;;;;
ECW Hardcore Revolution (USA);ECW Hardcore Revolution;Nintendo 64;;2000;;;;;;;;;;;;;;;;
ECW Hardcore Revolution (USA);ECW Hardcore Revolution;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
ECW Hardcore Revolution;ECW Hardcore Revolution;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
ECW Hardcore Revolution;ECW Hardcore Revolution;Sony Playstation;;2000;;;;;;;;;;;;;;;;
8ballact;Eight Ball Action;Arcade;;1984;;;;;;;;;;;;;;;;
Elite Soccer (USA);Elite Soccer;Nintendo Game Boy;;1994;;;;;;;;;;;;;;;;
Elite Soccer (USA);Elite Soccer;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Emmitt Smith Football (USA);Emmitt Smith Football;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
Ernie Els Golf (Europe) (En,Fr,De,Es,It);Ernie Els Golf;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
esckids;Escape Kids;Arcade;;1991;;;;;;;;;;;;;;;;
ESPN Baseball Tonight (USA);ESPN Baseball Tonight;Sega Genesis;;1995;;;;;;;;;;;;;;;;
ESPN Baseball Tonight (USA);ESPN Baseball Tonight;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
ESPN Extreme Games;ESPN Extreme Games;Sony Playstation;;1995;;;;;;;;;;;;;;;;
ESPN Final Round Golf 2002 (USA);ESPN Final Round Golf 2002;Nintendo Game Boy Advance;;2001;;;;;;;;;;;;;;;;
ESPN Great Outdoor Games - Bass 2002 (USA);ESPN Great Outdoor Games: Bass 2002;Nintendo Game Boy Advance;;2001;;;;;;;;;;;;;;;;
ESPN International Track & Field (USA);ESPN International Track & Field;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
ESPN International Track & Field;ESPN International Track & Field;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
ESPN International Winter Sports 2002 (USA);ESPN International Winter Sports 2002;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
ESPN MLS Gamenight;ESPN MLS Gamenight;Sony Playstation;;2000;;;;;;;;;;;;;;;;
ESPN National Hockey Night (USA);ESPN National Hockey Night;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
ESPN National Hockey Night (USA);ESPN National Hockey Night;Sega Genesis;;1994;;;;;;;;;;;;;;;;
ESPN National Hockey Night (USA);ESPN National Hockey Night;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
ESPN NBA 2Night;ESPN NBA 2Night;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
ESPN Speedworld (USA);ESPN Speedworld;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
ESPN Sunday Night NFL (USA);ESPN Sunday Night NFL;Sega Genesis;;1994;;;;;;;;;;;;;;;;
ESPN Sunday Night NFL (USA);ESPN Sunday Night NFL;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
ESPN Winter X-Games Snowboarding 2002 (USA);ESPN Winter X-Games Snowboarding 2002;Nintendo Game Boy Advance;;2001;;;;;;;;;;;;;;;;
ESPN X-Games Skateboarding (USA);ESPN X-Games Skateboarding;Nintendo Game Boy Advance;;2001;;;;;;;;;;;;;;;;
euroch92;Euro Champ '92;Arcade;footchmp;1992;;;;;;;;;;;;;;;;
Evander Holyfield Boxing (USA, Europe);Evander Holyfield Boxing;Sega Game Gear;;1992;;;;;;;;;;;;;;;;
Evander Holyfield's 'Real Deal' Boxing (World);Evander Holyfield's 'Real Deal' Boxing;Sega Genesis;;1992;;;;;;;;;;;;;;;;
evosocc;Evolution Soccer;Arcade;;2001;;;;;;;;;;;;;;;;
exctleag;Excite League;Arcade;;1988;;;;;;;;;;;;;;;;
excthour;Exciting Hour;Arcade;matmania;1985;;;;;;;;;;;;;;;;
exctsccr;Exciting Soccer;Arcade;;1983;;;;;;;;;;;;;;;;
exctscc2;Exciting Soccer II;Arcade;;1984;;;;;;;;;;;;;;;;
ebases;Extra Bases;Arcade;;1980;;;;;;;;;;;;;;;;
Extra Bases! (USA);Extra Bases!;Nintendo Game Boy;;1991;;;;;;;;;;;;;;;;
einning;Extra Inning;Arcade;;1978;;;;;;;;;;;;;;;;
Extra Innings (USA);Extra Innings;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
extdwnhl;Extreme Downhill;Arcade;;1995;;;;;;;;;;;;;;;;
Extreme Skate Adventure (USA, Europe);Extreme Skate Adventure;Nintendo Game Boy Advance;;2003;;;;;;;;;;;;;;;;
Extreme Snow Break;Extreme Snow Break;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Extreme Sports with the Berenstain Bears (USA, Europe) (En,Fr,De,Es,It);Extreme Sports with the Berenstain Bears;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
F1 2002 (USA, Europe);F1 2002;Nintendo Game Boy Advance;;2003;;;;;;;;;;;;;;;;
F1 Championship Season 2000 (Europe) (En,Fr,De,Es,It);F1 Championship Season 2000;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
faceoff;Face Off;Arcade;;1988;;;;;;;;;;;;;;;;
fastfred;Fast Freddie;Arcade;flyboy;1982;;;;;;;;;;;;;;;;
fieldday;Field Day;Arcade;;1984;;;;;;;;;;;;;;;;
FIFA 2000 (USA);FIFA 2000;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
FIFA 98 - Road to World Cup (Europe) (En,Fr,Es,It,Sv);FIFA 98: Road to World Cup;Sega Genesis;;1997;;;;;;;;;;;;;;;;
FIFA 98 - Road to World Cup (Europe);FIFA 98: Road to World Cup;Super Nintendo Entertainment System;;1998;;;;;;;;;;;;;;;;
FIFA 99 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv);FIFA 99;Nintendo 64;;1998;;;;;;;;;;;;;;;;
FIFA Football 2004;FIFA Football 2004;Sony Playstation;;2003;;;;;;;;;;;;;;;;
FIFA Football 2005;FIFA Football 2005;Sony Playstation;;2004;;;;;;;;;;;;;;;;
FIFA International Soccer (USA, Europe) (En,Fr,De,Es);FIFA International Soccer;Nintendo Game Boy;;1995;;;;;;;;;;;;;;;;
FIFA International Soccer (USA, Europe);FIFA International Soccer;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
FIFA International Soccer (USA, Europe(En,Fr,De,Es);FIFA International Soccer;Sega Genesis;;1993;;;;;;;;;;;;;;;;
FIFA International Soccer (USA);FIFA International Soccer;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
FIFA Road to the World Cup '98 (Europe);FIFA Road to the World Cup '98;Nintendo Game Boy;;1997;;;;;;;;;;;;;;;;
FIFA Soccer '96 (USA, Europe) (En,Fr,De,Es);FIFA Soccer '96;Nintendo Game Boy;;1995;;;;;;;;;;;;;;;;
FIFA Soccer '97 (USA, Europe);FIFA Soccer '97;Nintendo Game Boy;;1996;;;;;;;;;;;;;;;;
FIFA Soccer 07 (USA, Europe) (En,Fr,De,Es);FIFA Soccer 07;Nintendo Game Boy Advance;;2006;;;;;;;;;;;;;;;;
FIFA Soccer 64 (USA) (En,Fr,De);FIFA Soccer 64;Nintendo 64;;1997;;;;;;;;;;;;;;;;
FIFA Soccer 95 (USA, Europe) (En,Fr,De,Es);FIFA Soccer 95;Sega Genesis;;1994;;;;;;;;;;;;;;;;
FIFA Soccer 96 (USA, Europe) (En,Fr,De,Es);FIFA Soccer 96;Sega Game Gear;;1995;;;;;;;;;;;;;;;;
FIFA Soccer 96 (USA, Europe) (En,Fr,De,Es,It,Sv);FIFA Soccer 96;Sega Genesis;;1995;;;;;;;;;;;;;;;;
FIFA Soccer 96 (USA);FIFA Soccer 96;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
FIFA Soccer 97 (USA, Europe(En,Fr,De,Es,It,Sv);FIFA Soccer 97;Sega Genesis;;1996;;;;;;;;;;;;;;;;
FIFA Soccer 97 - Gold Edition (USA);FIFA Soccer 97: Gold Edition;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;;;;;
FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv);FIFA: Road to World Cup 98;Nintendo 64;;1997;;;;;;;;;;;;;;;;
fghtbskt;Fighting Basketball;Arcade;;1984;;;;;;;;;;;;;;;;
fitegolf;Fighting Golf;Arcade;;1988;;;;;;;;;;;;;;;;
cfghtice;Fighting Ice Hockey;Arcade;;1984;;;;;;;;;;;;;;;;
fsoccer;Fighting Soccer;Arcade;;1988;;;;;;;;;;;;;;;;
finalb;Final Blow;Arcade;;1988;;;;;;;;;;;;;;;;
Fire Pro Wrestling (USA, Europe);Fire Pro Wrestling;Nintendo Game Boy Advance;;2001;;;;;;;;;;;;;;;;
Fire Pro Wrestling 2 (USA);Fire Pro Wrestling 2;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
fbait2bc;Fisherman's Bait 2: A Bass Challenge;Arcade;;1998;;;;;;;;;;;;;;;;
fbaitbc;Fisherman's Bait: A Bass Challenge;Arcade;;1998;;;;;;;;;;;;;;;;
fishfren;Fishin' Frenzy;Arcade;;1995;;;;;;;;;;;;;;;;
cfishing;Fishing;Arcade;cadanglr;1982;;;;;;;;;;;;;;;;
fmaniac3;Fishing Maniac 3;Arcade;;2002;;;;;;;;;;;;;;;;
fiveside;Five a Side Soccer;Arcade;;1995;;;;;;;;;;;;;;;;
flyboy;Fly-Boy;Arcade;;1982;;;;;;;;;;;;;;;;
flyball;Flyball;Arcade;;1976;;;;;;;;;;;;;;;;
footchmp;Football Champ;Arcade;;1990;;;;;;;;;;;;;;;;
fbfrenzy;Football Frenzy;Arcade;;1992;;;;;;;;;;;;;;;;
Football Fury (USA);Football Fury;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Football International (Europe);Football International;Nintendo Game Boy;;1991;;;;;;;;;;;;;;;;
Football Madness;Football Madness;Sony Playstation;;2003;;;;;;;;;;;;;;;;
Foreman for Real (USA, Europe);Foreman for Real;Nintendo Game Boy;;1995;;;;;;;;;;;;;;;;
Foreman for Real (USA, Europe);Foreman for Real;Sega Game Gear;;1995;;;;;;;;;;;;;;;;
Foreman For Real (USA);Foreman For Real;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
40love;Forty-Love;Arcade;;1984;;;;;;;;;;;;;;;;
Fox Sports College Hoops '99 (USA);Fox Sports College Hoops '99;Nintendo 64;;1998;;;;;;;;;;;;;;;;
FOX Sports Soccer '99;FOX Sports Soccer '99;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Frank Thomas Big Hurt Baseball (USA, Europe);Frank Thomas Big Hurt Baseball;Nintendo Game Boy;;1995;;;;;;;;;;;;;;;;
Frank Thomas Big Hurt Baseball (USA);Frank Thomas Big Hurt Baseball;Sega Game Gear;;1995;;;;;;;;;;;;;;;;
Frank Thomas Big Hurt Baseball;Frank Thomas Big Hurt Baseball;Sony Playstation;;1996;;;;;;;;;;;;;;;;
Frank Thomas Big Hurt Baseball (USA);Frank Thomas Big Hurt Baseball;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
Fred Couples' Golf (USA);Fred Couples' Golf;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
Free Shot Frenzy (Europe);Free Shot Frenzy;Sony PSP Minis;;2012;;;;;;;;;;;;;;;;
Freestyle Scooter;Freestyle Scooter;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
suprslam;From TV Animation Slam Dunk: Super Slams;Arcade;;1995;;;;;;;;;;;;;;;;
fhboxers;Funky Head Boxers;Arcade;;1995;;;;;;;;;;;;;;;;
glpracr;Gallop Racer;Arcade;;1996;;;;;;;;;;;;;;;;
glpracr3;Gallop Racer 3;Arcade;;1999;;;;;;;;;;;;;;;;
galhustl;Gals Hustler;Arcade;;1997;;;;;;;;;;;;;;;;
George Foreman's KO Boxing (USA);George Foreman's KO Boxing;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
George Foreman's KO Boxing (USA, Europe);George Foreman's KO Boxing;Nintendo Game Boy;;1992;;;;;;;;;;;;;;;;
George Foreman's KO Boxing (USA, Europe);George Foreman's KO Boxing;Sega Game Gear;;1992;;;;;;;;;;;;;;;;
George Foreman's KO Boxing (USA);George Foreman's KO Boxing;Sega Genesis;;1992;;;;;;;;;;;;;;;;
George Foreman's KO Boxing (E) [!];George Foreman's KO Boxing;Sega Master System;;1992;;;;;;;;;;;;;;;;
George Foreman's KO Boxing (USA);George Foreman's KO Boxing;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
gimeabrk;Gimme A Break;Arcade;;1985;;;;;;;;;;;;;;;;
gogold;Go For The Gold;Arcade;recordbr;1988;;;;;;;;;;;;;;;;
Goal Storm;Goal Storm;Sony Playstation;;1996;;;;;;;;;;;;;;;;
Goal! (USA);Goal!;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
Goal! (USA);Goal!;Nintendo Game Boy;;1993;;;;;;;;;;;;;;;;
Goal! (USA);Goal!;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
goal92;Goal! '92;Arcade;cupsoc;1992;;;;;;;;;;;;;;;;
goalx3;Goal! Goal! Goal!;Arcade;;1995;;;;;;;;;;;;;;;;
Goal! Two (USA);Goal! Two;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
gghost;Goalie Ghost;Arcade;;1984;;;;;;;;;;;;;;;;
goldmedl;Gold Medalist;Arcade;;1988;;;;;;;;;;;;;;;;
gpgolf;Golden Par Golf;Arcade;;1992;;;;;;;;;;;;;;;;
gt97;Golden Tee '97;Arcade;;1997;;;;;;;;;;;;;;;;
gt98;Golden Tee '98;Arcade;;1998;;;;;;;;;;;;;;;;
gt99;Golden Tee '99;Arcade;;1999;;;;;;;;;;;;;;;;
gt2k;Golden Tee 2K;Arcade;;2000;;;;;;;;;;;;;;;;
gt3d;Golden Tee 3D Golf;Arcade;;1995;;;;;;;;;;;;;;;;
gtclassc;Golden Tee Classic;Arcade;;2001;;;;;;;;;;;;;;;;
gtg;Golden Tee Golf;Arcade;;1990;;;;;;;;;;;;;;;;
gtg2;Golden Tee Golf II;Arcade;;1992;;;;;;;;;;;;;;;;
gtsupreme;Golden Tee Supreme Edition Tournament;Arcade;gt2k;2002;;;;;;;;;;;;;;;;
pc_golf;Golf;Arcade;;1984;;;;;;;;;;;;;;;;
Golf (USA);Golf;Nintendo Entertainment System;;1985;;;;;;;;;;;;;;;;
Golf (World);Golf;Nintendo Game Boy;;1990;;;;;;;;;;;;;;;;
Golf Grand Slam (USA);Golf Grand Slam;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
Golf Mania (USA);Golf Mania;Sony PSP Minis;;2012;;;;;;;;;;;;;;;;
glfgreat;Golfing Greats;Arcade;;1991;;;;;;;;;;;;;;;;
Gotcha! - The Sport! (USA);Gotcha!: The Sport!;Nintendo Entertainment System;;1987;;;;;;;;;;;;;;;;
mp_gslam;Grand Slam;Arcade;;1993;;;;;;;;;;;;;;;;
Grand Slam;Grand Slam;Sony Playstation;;2001;;;;;;;;;;;;;;;;
gstrik2;Grand Striker 2;Arcade;;1996;;;;;;;;;;;;;;;;
Great Baseball (UE) [!];Great Baseball;Sega Master System;;1987;;;;;;;;;;;;;;;;
Great Basketball (UEB) [!];Great Basketball;Sega Master System;;1987;;;;;;;;;;;;;;;;
mt_gfoot;Great Football;Arcade;;1987;;;;;;;;;;;;;;;;
Great Football (UE) [o1];Great Football;Sega Master System;;1987;;;;;;;;;;;;;;;;
mt_ggolf;Great Golf;Arcade;;1987;;;;;;;;;;;;;;;;
Great Golf (UE) [o1];Great Golf;Sega Master System;;1987;;;;;;;;;;;;;;;;
Great Ice Hockey (Japan, USA);Great Ice Hockey;Sega Master System;;1987;;;;;;;;;;;;;;;;
gslgr94u;Great Sluggers '94;Arcade;;1994;;;;;;;;;;;;;;;;
mt_gsocr;Great Soccer;Arcade;;198?;;;;;;;;;;;;;;;;
Great Soccer (E);Great Soccer;Sega Master System;;1985;;;;;;;;;;;;;;;;
gsword;Great Swordsman;Arcade;;1984;;;;;;;;;;;;;;;;
Great Volleyball (UE) [b1];Great Volleyball;Sega Master System;;1987;;;;;;;;;;;;;;;;
Greatest Heavyweights (USA);Greatest Heavyweights;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Greg Norman's Golf Power (USA);Greg Norman's Golf Power;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
gridiron;Gridiron Fight;Arcade;;1985;;;;;;;;;;;;;;;;
Grind Session;Grind Session;Sony Playstation;;2000;;;;;;;;;;;;;;;;
grmatch;Grudge Match;Arcade;;1989;;;;;;;;;;;;;;;;
HAL Wrestling (USA);HAL Wrestling;Nintendo Game Boy;;1990;;;;;;;;;;;;;;;;
HAL's Hole in One Golf (USA);HAL's Hole in One Golf;Super Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
Hammerlock Wrestling (USA);Hammerlock Wrestling;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Hamtaro - Ham-Ham Heartbreak (USA);Hamtaro: Ham-Ham Games;Nintendo Game Boy Advance;;2004;;;;;;;;;;;;;;;;
hangplt;Hang Pilot;Arcade;;1997;;;;;;;;;;;;;;;;
harddunk;Hard Dunk;Arcade;;1994;;;;;;;;;;;;;;;;
hpuncher;Hard Puncher;Arcade;fround;1988;;;;;;;;;;;;;;;;
hardyard;Hard Yardage;Arcade;;1993;;;;;;;;;;;;;;;;
HardBall '94 (USA, Europe);HardBall '94;Sega Genesis;;1994;;;;;;;;;;;;;;;;
HardBall '95 (USA);HardBall '95;Sega Genesis;;1995;;;;;;;;;;;;;;;;
HardBall '99;HardBall '99;Sony Playstation;;1998;;;;;;;;;;;;;;;;
HardBall 5;HardBall 5;Sony Playstation;;1997;;;;;;;;;;;;;;;;
HardBall III (USA);HardBall III;Sega Genesis;;1993;;;;;;;;;;;;;;;;
HardBall III (USA);HardBall III;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
HardBall! (USA);HardBall!;Sega Genesis;;1991;;;;;;;;;;;;;;;;
Harlem Globetrotters (USA);Harlem Globetrotters;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
Harlem Globetrotters - World Tour (USA);Harlem Globetrotters: World Tour;Nintendo Game Boy Advance;;2006;;;;;;;;;;;;;;;;
hattrick;Hat Trick;Arcade;;1984;;;;;;;;;;;;;;;;
hthero;Hat Trick Hero;Arcade;footchmp;1990;;;;;;;;;;;;;;;;
hthero93;Hat Trick Hero '93;Arcade;cupfinal;1993;;;;;;;;;;;;;;;;
hthero94;Hat Trick Hero '94;Arcade;intcup94;1994;;;;;;;;;;;;;;;;
hthero95u;Hat Trick Hero '95;Arcade;pwrgoal;1994;;;;;;;;;;;;;;;;
HBO Boxing;HBO Boxing;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Head-On Soccer (USA);Head-On Soccer;Sega Genesis;;1995;;;;;;;;;;;;;;;;
Head-On Soccer (USA);Head-On Soccer;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
Heavy Shreddin' (USA);Heavy Shreddin';Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
hvysmsh;Heavy Smash;Arcade;;1993;;;;;;;;;;;;;;;;
hwchamp;Heavyweight Champ;Arcade;;1987;;;;;;;;;;;;;;;;
Heavyweight Championship Boxing (USA);Heavyweight Championship Boxing;Nintendo Game Boy;;1990;;;;;;;;;;;;;;;;
herbiedk;Herbie at the Olympics;Arcade;huncholy;1984;;;;;;;;;;;;;;;;
hexpool;Hex Pool;Arcade;racknrol;1986;;;;;;;;;;;;;;;;
High Heat Baseball 2000;High Heat Baseball 2000;Sony Playstation;;1999;;;;;;;;;;;;;;;;
hiimpact;High Impact Football;Arcade;;1990;;;;;;;;;;;;;;;;
hitice;Hit the Ice;Arcade;;1990;;;;;;;;;;;;;;;;
Hit the Ice (USA, Europe);Hit the Ice;Nintendo Game Boy;;1992;;;;;;;;;;;;;;;;
Hit the Ice (USA);Hit the Ice;Sega Genesis;;1992;;;;;;;;;;;;;;;;
