#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
El Profesor Layton vs Phoenix Wright - Ace Attorney;El Profesor Layton vs Phoenix Wright - Ace Attorney;Nintendo 3DS;;;;;;;;;;;;;;;;;;
El Profesor Layton y el Legado de los Ashalanti;El Profesor Layton y el Legado de los Ashalanti;Nintendo 3DS;;;;;;;;;;;;;;;;;;
El profesor Layton y la Mascara de los Prodigios;El profesor Layton y la Máscara de los Prodigios;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Escape Vektor (USA) (eShop) Decrypted;Escape Vektor (USA) (eShop) Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Ever Oasis;Ever Oasis;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Excave;Excave;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Excave II - Wizard of the Underworld;Excave II - Wizard of the Underworld;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Excave III - Tower of Destiny;Excave III - Tower of Destiny;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Fairune;Fairune;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Fairune 2;Fairune 2;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Fantasy Life (Europe) (En,Fr,De,Es,It) Decrypted;Fantasy Life (Europe) (En,Fr,De,Es,It) Decrypted;Nintendo 3DS;;;;;3;;;;;;;Fantasy Life;;;;;;
Final_Fantasy_Explorers_EUR_MULTi2_3DS-PUSSYCAT Decrypted;Final_Fantasy_Explorers_EUR_MULTi2_3DS-PUSSYCAT Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Fire Emblem Echoes Shadows of Valentia;Fire Emblem Echoes Shadows of Valentia;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Fire Emblem - Awakening (Europe) (En,Fr,De,Es,It) Decrypted;Fire Emblem - Awakening (Europe) (En,Fr,De,Es,It) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Fire Emblem: Awakening;;;;;;
Fire Emblem Fates Special Edition;Fire Emblem Fates Special Edition;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Fire Emblem Warriors;Fire Emblem Warriors;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Fluidity Spin Cycle (U)(VENOM) Decrypted;Fluidity Spin Cycle (U)(VENOM) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Fluidity: Spin Cycle;;;;;;
Fractured Soul (Europe) (En,Fr,De,Es,It) (eShop) Decrypted;Fractured Soul (Europe) (En,Fr,De,Es,It) (eShop) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Fractured Soul;;;;;;
Garfield Kart;Garfield Kart;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Green Lantern - Rise of the Manhunters;Green Lantern - Rise of the Manhunters;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Gunman Clive (eShop) Decrypted;Gunman Clive (eShop) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Gunman Clive;;;;;;
Gunman Clive 2 (Europe) (eShop) Decrypted;Gunman Clive 2 (Europe) (eShop) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Gunman Clive 2;;;;;;
HarmoKnight (eShop) Decrypted;HarmoKnight (eShop) Decrypted;Nintendo 3DS;;;;;1;;;;;;;HarmoKnight;;;;;;
