#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Tetris Party Deluxe (EU);Tetris Party Deluxe (EU);Nintendo Wii;;;;;4;;;;;;;Tetris Party Deluxe;;;;;;
Think Logic Trainer (EU);Think Logic Trainer (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Thomas and Friends - Hero of the Rails (EU);Thomas and Friends - Hero of the Rails (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Titanic Mystery (EU);Titanic Mystery (EU);Nintendo Wii;;;;;4;;;;;;;Titanic Mystery;;;;;;
Tom Clancys H.A.W.X. 2 (EU);Tom Clancys H.A.W.X. 2 (EU);Nintendo Wii;;;;;;;;;;;;Tom Clancy's H.A.W.X 2;;;;;;
Tomb Raider - Anniversary (EU);Tomb Raider - Anniversary (EU);Nintendo Wii;;;;;1;;;;;;;Tomb Raider: Anniversary;;;;;;
Tomb Raider - Underworld (EU);Tomb Raider - Underworld (EU);Nintendo Wii;;;;;1;;;;;;;Tomb Raider: Underworld;;;;;;
Tony Hawk - Ride (EU);Tony Hawk - Ride (EU);Nintendo Wii;;;;;1;;;;;;;Tony Hawk Ride;;;;;;
Tony Hawk - Shred (EU);Tony Hawk - Shred (EU);Nintendo Wii;;;;;1;;;;;;;Tony Hawk: Shred;;;;;;
Tony Hawks Downhill Jam (EU);Tony Hawks Downhill Jam (EU);Nintendo Wii;;;;;;;;;;;;Tony Hawk's Downhill Jam;;;;;;
Top Trumps - Doctor Who (EU);Top Trumps - Doctor Who (EU);Nintendo Wii;;;;;1;;;;;;;Top Trumps: Doctor Who;;;;;;
Top Trumps Adventures (EU);Top Trumps Adventures (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Tornado Outbreak (EU);Tornado Outbreak (EU);Nintendo Wii;;;;;1;;;;;;;Tornado Outbreak;;;;;;
Tournament of Legends (EU);Tournament of Legends (EU);Nintendo Wii;;;;;1;;;;;;;Tournament of Legends;;;;;;
Toy Story 3 (EU);Toy Story 3 (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
TrackMania (EU);TrackMania (EU);Nintendo Wii;;;;;1;;;;;;;TrackMania;;;;;;
Transformers - Cybertron Adventures (EU);Transformers - Cybertron Adventures (EU);Nintendo Wii;;;;;;;;;;;;Transformers: Cybertron Adventures;;;;;;
Transformers - Dark of the Moon - Stealth Force Edition (EU);Transformers - Dark of the Moon - Stealth Force Edition (EU);Nintendo Wii;;;;;1;;;;;;;Transformers: Dark of the Moon - Stealth Force Edition;;;;;;
Transformers - Revenge of the Fallen (EU);Transformers - Revenge of the Fallen (EU);Nintendo Wii;;;;;;;;;;;;Transformers: Revenge of the Fallen;;;;;;
Transformers Prime - The Game (EU);Transformers Prime - The Game (EU);Nintendo Wii;;;;;4;;;;;;;Transformers Prime: The Game;;;;;;
Twin Strike - Operation Thunder (EU);Twin Strike - Operation Thunder (EU);Nintendo Wii;;;;;1;;;;;;;Twin Strike: Operation Thunder;;;;;;
Ultimate Board Game Collection (EU);Ultimate Board Game Collection (EU);Nintendo Wii;;;;;;;;;;;;Ultimate Board Game Collection;;;;;;
Ultimate I SPY (EU);Ultimate I SPY (EU);Nintendo Wii;;;;;2;;;;;;;Ultimate I Spy;;;;;;
The Ultimate Red Ball Challenge (EU);The Ultimate Red Ball Challenge (EU);Nintendo Wii;;;;;4;;;;;;;The Ultimate Red Ball Challenge;;;;;;
Up (EU);Up (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Urban Extreme - Street Rage (EU);Urban Extreme - Street Rage (EU);Nintendo Wii;;;;;;;;;;;;Urban Extreme: Street Rage;;;;;;
Vertigo (EU);Vertigo (EU);Nintendo Wii;;;;;;;;;;;;Vertigo;;;;;;
Victorious Boxers Challenge (EU);Victorious Boxers Challenge (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Virtua Tennis 2009 (EU);Virtua Tennis 2009 (EU);Nintendo Wii;;;;;;;;;;;;Virtua Tennis 2009;;;;;;
Virtua Tennis 4 (EU);Virtua Tennis 4 (EU);Nintendo Wii;;;;;4;;;;;;;Virtua Tennis 4;;;;;;
WALL•E (EU);WALL•E (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
WSC Real 09 - World Snooker Championship (EU);WSC Real 09 - World Snooker Championship (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
WWE 12 (EU);WWE 12 (EU);Nintendo Wii;;;;;;;;;;;;WWE '12;;;;;;
WWE 13 (EU);WWE 13 (EU);Nintendo Wii;;;;;4;;;;;;;WWE '13;;;;;;
WWE All Stars (EU);WWE All Stars (EU);Nintendo Wii;;;;;4;;;;;;;WWE All Stars;;;;;;
WWE SmackDown vs Raw 2010 (EU);WWE SmackDown vs Raw 2010 (EU);Nintendo Wii;;;;;4;;;;;;;WWE SmackDown vs. Raw 2010;;;;;;
WWE SmackDown vs Raw 2011 (EU);WWE SmackDown vs Raw 2011 (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Wacky Races - Crash and Dash (EU);Wacky Races - Crash and Dash (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Wario Land - The Shake Dimension (EU);Wario Land - The Shake Dimension (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
WarioWare - Smooth Moves (EU);WarioWare - Smooth Moves (EU);Nintendo Wii;;;;;1;;;;;;;WarioWare: Smooth Moves;;;;;;
Water Sports (EU);Water Sports (EU);Nintendo Wii;;;;;4;;;;;;;Water Sports;;;;;;
Wheel of Fortune (EU);Wheel of Fortune (EU);Nintendo Wii;;;;;3;;;;;;;Wheel of Fortune;;;;;;
Wheelspin (EU);Wheelspin (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Where the Wild Things Are (EU);Where the Wild Things Are (EU);Nintendo Wii;;;;;1;;;;;;;Where the Wild Things Are;;;;;;
Who Wants To Be A Millionaire - 1st Edition (EU);Who Wants To Be A Millionaire - 1st Edition (EU);Nintendo Wii;;;;;2;;;;;;;Who Wants to be a Millionaire: 1st Edition;;;;;;
Who Wants To Be A Millionaire - 2nd Edition (EU);Who Wants To Be A Millionaire - 2nd Edition (EU);Nintendo Wii;;;;;;;;;;;;Who Wants to Be a Millionaire 2nd Edition;;;;;;
Wii Chess (EU);Wii Chess (EU);Nintendo Wii;;;;;2;;;;;;;Wii Chess;;;;;;
Wii Party (EU);Wii Party (EU);Nintendo Wii;;;;;4;;;;;;;Wii Party;;;;;;
Wii Play (EU);Wii Play (EU);Nintendo Wii;;;;;2;;;;;;;Wii Play;;;;;;
Wii Play - Motion (EU);Wii Play - Motion (EU);Nintendo Wii;;;;;4;;;;;;;Wii Play: Motion;;;;;;
Williams Pinball Classics (EU);Williams Pinball Classics (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Wing Island (EU);Wing Island (EU);Nintendo Wii;;;;;2;;;;;;;Wing Island;;;;;;
Winter Sports 2011 - Go for Gold (EU);Winter Sports 2011 - Go for Gold (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Winter Sports 2012 - Feel the Spirit (EU);Winter Sports 2012 - Feel the Spirit (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Winter Stars (EU);Winter Stars (EU);Nintendo Wii;;;;;;;;;;;;Winter Stars;;;;;;
Wonder World Amusement Park (EU);Wonder World Amusement Park (EU);Nintendo Wii;;;;;4;;;;;;;Wonder World Amusement Park;;;;;;
World Championship Poker Featuring Howard Lederer - All-In (EU);World Championship Poker Featuring Howard Lederer - All-In (EU);Nintendo Wii;;;;;1;;;;;;;World Championship Poker Featuring Howard Lederer: All In;;;;;;
World Championship Sports (EU);World Championship Sports (EU);Nintendo Wii;;;;;2;;;;;;;World Championship Sports;;;;;;
World Championship Sports - Summer (EU);World Championship Sports - Summer (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
World Series of Poker - Tournament of Champions 2007 Edition (EU);World Series of Poker - Tournament of Champions 2007 Edition (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
World Sports Party (EU);World Sports Party (EU);Nintendo Wii;;;;;4;;;;;;;World Sports Party;;;;;;
Worms - A Space Oddity (EU);Worms - A Space Oddity (EU);Nintendo Wii;;;;;4;;;;;;;Worms: A Space Oddity;;;;;;
Worms Battle Islands (EU);Worms Battle Islands (EU);Nintendo Wii;;;;;4;;;;;;;Worms: Battle Islands;;;;;;
Wreck-It Ralph (EU);Wreck-It Ralph (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
X-Men Destiny (EU);X-Men Destiny (EU);Nintendo Wii;;;;;;;;;;;;X-Men: Destiny;;;;;;
X-Men Origins - Wolverine (EU);X-Men Origins - Wolverine (EU);Nintendo Wii;;;;;;;;;;;;X-Men Origins: Wolverine;;;;;;
Xenoblade Chronicles (EU);Xenoblade Chronicles (EU);Nintendo Wii;;;;;1;;;;;;;Xenoblade Chronicles;;;;;;
Yamaha Supercross (EU);Yamaha Supercross (EU);Nintendo Wii;;;;;2;;;;;;;Yamaha Supercross;;;;;;
Yetisports - Penguin Party Island (EU);Yetisports - Penguin Party Island (EU);Nintendo Wii;;;;;4;;;;;;;Yetisports Penguin Party Island;;;;;;
Yogi Bear - The Video Game (EU);Yogi Bear - The Video Game (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Yu-Gi-Oh! 5Ds - Master of the Cards (EU);Yu-Gi-Oh! 5Ds - Master of the Cards (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Yu-Gi-Oh! 5Ds - Wheelie Breakers (EU);Yu-Gi-Oh! 5Ds - Wheelie Breakers (EU);Nintendo Wii;;;;;4;;;;;;;Yu-Gi-Oh! 5D's: Wheelie Breakers;;;;;;
Zack and Wiki - Quest For Barbaros Treasure (EU);Zack and Wiki - Quest For Barbaros Treasure (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Zhu Zhu Pets - Featuring the Wild Bunch (EU);Zhu Zhu Pets - Featuring the Wild Bunch (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
