#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Dino City (USA);Dino City;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;
Dino Dini's Soccer! (Europe);Dino Dini's Soccer!;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;
Dirt Racer (Europe);Dirt Racer;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Dirt Trax FX (USA);Dirt Trax FX;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;
Do Re Mi Fantasy Milon no Dokidoki Daibouken;Do Re Mi Fantasy Milon no Dokidoki Daibouken;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;
Donkey Kong Country (USA);Donkey Kong Country;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Donkey Kong Country 2 - Diddy's Kong Quest (USA);Donkey Kong Country 2: Diddy's Kong Quest;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;
Donkey Kong Country 3 - Dixie Kong's Double Trouble! (USA);Donkey Kong Country 3: Dixie Kong's Double Trouble!;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;
Donkey Kong Country (USA) (Competition Edition);Donkey Kong Country Competition Edition;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Doom (USA);Doom;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;
Doom Troopers (USA);Doom Troopers;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;
Doomsday Warrior (USA);Doomsday Warrior;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;
Dossun! Ganseki Battle (J);Dossun! Ganseki Battle;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;
Double Dragon V - The Shadow Falls (USA);Double Dragon V: The Shadow Falls;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Dragon Ball Z - Hyper Dimension (France);Dragon Ball Z: Hyper Dimension;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;
Dragon Ball Z - La Legende Saien (France);Dragon Ball Z: La Legende Saien;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Dragon Ball Z - Super Butouden (France);Dragon Ball Z: Super Butouden;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Dragon Ball Z - Super Saiya Densetsu;Dragon Ball Z: Super Saiya Densetsu;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;
